ad_unit_id,ad_unit_name,screen_width,screen_height,orientation,venue_id,venue_name
9849e57b-3762-4427-b509-ce131bfbcc4b,Essex Turf Field,1080,1920,PortraitLeft,96a315a2-ad4f-462a-961b-74e7ce6e4913,Essex Sports Center
4e131fd8-7fa6-4750-b198-8ce0ebf5b145,Holyoke Main TV,1920,1080,Landscape,6fa5ce1f-bcf6-4f45-84ed-f3b546f5a3b4,Fitzpatrick Skating Arena
c22a326e-52cb-4f57-8c74-c05e210a1214,Holyoke Portrait Left,1080,1920,PortraitLeft,6fa5ce1f-bcf6-4f45-84ed-f3b546f5a3b4,Fitzpatrick Skating Arena
93f7e83f-2fdb-42d7-a0f3-ead3d11b49a8,Holyoke Portrait Right,1080,1920,Portrait,6fa5ce1f-bcf6-4f45-84ed-f3b546f5a3b4,Fitzpatrick Skating Arena
5c71e8f3-5f29-4bff-aa3a-141176682da0,Holyoke Rental,1080,1920,Portrait,6fa5ce1f-bcf6-4f45-84ed-f3b546f5a3b4,Fitzpatrick Skating Arena
9ebbed26-3bc1-4d77-b94f-e459e41c79ae,Holyoke Snack Bar Left,1920,1080,Landscape,6fa5ce1f-bcf6-4f45-84ed-f3b546f5a3b4,Fitzpatrick Skating Arena
19308c40-ed83-425f-bd7b-09170482e1ac,Holyoke Snack Bar Right,1920,1080,Landscape,6fa5ce1f-bcf6-4f45-84ed-f3b546f5a3b4,Fitzpatrick Skating Arena
6ccf3abf-2d57-4b7a-bdfc-0ef76eb8ba4f,FMC Office - Courtney,1080,1920,Portrait,fd3b701a-174f-42ee-90a6-9cac58cd1e14,FMC Office
ec22c726-fc30-4a41-8e84-996f82d3b3cb,Foxboro Sports - Mezzanine,1920,1080,Landscape,c58c331d-2334-43fd-a1e2-52e4e3122c94,Foxboro Sports Center
ab005511-69e0-406c-a394-cd1c95904056,Foxboro Sports - Rink 1,1920,1080,Landscape,c58c331d-2334-43fd-a1e2-52e4e3122c94,Foxboro Sports Center
b362b46c-0850-437f-b795-35c14a73a470,Foxboro Sports - Rink 2,1920,1080,Landscape,c58c331d-2334-43fd-a1e2-52e4e3122c94,Foxboro Sports Center
9d29b913-676e-479f-91e3-fc8c01ff2a3a,Foxboro Sports - Rink 3,1920,1080,Landscape,c58c331d-2334-43fd-a1e2-52e4e3122c94,Foxboro Sports Center
a2e0578f-09eb-4776-9d48-904d02cb8a9c,FR - Albany #1 (new),1920,1080,Landscape,b7fc3db2-c9f8-4cb4-a30d-0ba39fb28c14,Frozen Ropes
2c1fd4de-8181-4e97-83ee-3c4cef8ccd6d,FR - Albany New 1,1920,1080,Landscape,b7fc3db2-c9f8-4cb4-a30d-0ba39fb28c14,Frozen Ropes
f278503a-dd47-482e-870a-3cd14504002e,FR - Albany New 2,1920,1080,Landscape,b7fc3db2-c9f8-4cb4-a30d-0ba39fb28c14,Frozen Ropes
bbb3eb33-7a52-42b6-ad47-77d6e732777e,FR - Albany Pro Shop,1920,1080,Landscape,b7fc3db2-c9f8-4cb4-a30d-0ba39fb28c14,Frozen Ropes
af7fe693-15d2-422b-bb84-4a64d203dfac,FR Chester - Behind Snack Bar,1920,1080,Landscape,2c736740-e578-49db-8e90-7834634620e4,Frozen Ropes
887bf353-eae0-4ba4-aafe-a12b8ed8cb82,FR Chester - Field,1920,1080,Landscape,2c736740-e578-49db-8e90-7834634620e4,Frozen Ropes
e605a730-a75d-4dd0-9f07-8fb29ac0466a,FR Chester - Front Desk,1920,1080,Landscape,2c736740-e578-49db-8e90-7834634620e4,Frozen Ropes
2c260906-c943-44bb-bd12-2f69d20f0b23,FR Chester - Lobby,1920,1080,Landscape,2c736740-e578-49db-8e90-7834634620e4,Frozen Ropes
dbecc020-9c87-4dab-a1fb-ee3ed2979ed5,FR Chester - Lounge,1920,1080,Landscape,2c736740-e578-49db-8e90-7834634620e4,Frozen Ropes
56255324-1338-43cd-8e21-8e7e814d2e5c,FR Chester - Outside,1920,1080,Landscape,2c736740-e578-49db-8e90-7834634620e4,Frozen Ropes
eb40b3b3-6a38-46f3-bea1-07653daf876f,FR Chester - Side Entrance,1920,1080,Landscape,2c736740-e578-49db-8e90-7834634620e4,Frozen Ropes
e83e9e3d-b394-430a-9eb5-1b62ecb4831f,FR Chester #8 Viewing Room,1920,1080,Landscape,2c736740-e578-49db-8e90-7834634620e4,Frozen Ropes
333151bb-a6fa-4601-82e8-7487c174d0d1,Frozen Ropes - Front,1920,1080,Landscape,5525ae80-fbec-4b2d-a7e4-dcc871b8ef01,Frozen Ropes
5911ec49-6c53-45c8-a47e-c588c313a0bd,Frozen Ropes - Turf,1920,1080,Landscape,5525ae80-fbec-4b2d-a7e4-dcc871b8ef01,Frozen Ropes
b01e62b3-a250-40a6-99dc-785a527588d3,Gardner Main TV,1920,1080,Landscape,1b3485ab-6eeb-418e-aa9e-521699a52122,Gardner Veteran's Arena
04488196-c3cf-4af5-a00f-290f8ad5773e,Gardner Menu Left,1920,1080,Landscape,1b3485ab-6eeb-418e-aa9e-521699a52122,Gardner Veteran's Arena
4da47ef7-ea93-4e1f-ba36-29be341eb3a6,Gardner Portrait Left,1080,1920,Portrait,1b3485ab-6eeb-418e-aa9e-521699a52122,Gardner Veteran's Arena
12e79a64-bf12-491d-8111-b645c6e05289,Gardner Portrait Right,1080,1920,Portrait,1b3485ab-6eeb-418e-aa9e-521699a52122,Gardner Veteran's Arena
ff89624a-fbfa-4917-88b8-153edfeba35b,Gardner Rental,1080,1920,Portrait,1b3485ab-6eeb-418e-aa9e-521699a52122,Gardner Veteran's Arena
c5025923-f004-4c16-97e9-46e863e920c4,Gardner Snack Bar Right,1920,1080,Landscape,1b3485ab-6eeb-418e-aa9e-521699a52122,Gardner Veteran's Arena
08c21006-9478-471b-95b1-745147415999,HQ - Group Fitness,1920,1080,Landscape,9080ee31-aad4-4ce4-bb84-4edbe60c89a7,HealthQuest
1b12c57f-6dab-4668-9ead-fceb6d521395,HQ - Stairs,1920,1080,Landscape,9080ee31-aad4-4ce4-bb84-4edbe60c89a7,HealthQuest
f8244983-277d-4638-be32-6a98b54b85bf,HQ - Trainer Wall,1920,1080,Landscape,9080ee31-aad4-4ce4-bb84-4edbe60c89a7,HealthQuest
3a0cf21f-8721-4d10-80ac-518ddb7cc15b,HQ - Water Fountains (New),1920,1080,Landscape,9080ee31-aad4-4ce4-bb84-4edbe60c89a7,HealthQuest
7b54eb31-6e63-418c-b157-ad9369a9df57,Henry Graf Lobby Left,1920,1080,Landscape,d3082c56-fd7a-412b-977f-c9a5ebac9679,Henry Graf Rink
92dae09f-03f7-49e2-ad33-7f669ca9bbd8,Henry Graf Lobby Right,1920,1080,Landscape,d3082c56-fd7a-412b-977f-c9a5ebac9679,Henry Graf Rink
5433e2fa-2143-4b00-b4e7-81662d1f402c,Henry Graf Lobby Vending,1920,1080,Landscape,d3082c56-fd7a-412b-977f-c9a5ebac9679,Henry Graf Rink
6c7c62c1-f278-425d-b2ea-889e0158510c,Henry Graf Middle Left,1920,1080,Landscape,d3082c56-fd7a-412b-977f-c9a5ebac9679,Henry Graf Rink
01794fa6-ce99-4404-8e6e-f6e3441a5b5f,Henry Graf Middle Right,1920,1080,Landscape,d3082c56-fd7a-412b-977f-c9a5ebac9679,Henry Graf Rink
1c973447-5f7a-4bbe-9eb0-2e08ade7eecc,New Bedford Main TV,1920,1080,Landscape,af14b03e-cdf3-4afa-9c1a-2e487ca2c262,Hetland Skating Arena
16c39063-b323-400e-a096-8a31969ccf82,New Bedford Portrait Left,1080,1920,Portrait,af14b03e-cdf3-4afa-9c1a-2e487ca2c262,Hetland Skating Arena
bbabbcf0-678d-48c4-b3f2-ec999430cd76,New Bedford Portrait Right,1080,1920,Portrait,af14b03e-cdf3-4afa-9c1a-2e487ca2c262,Hetland Skating Arena
17115ce1-7e66-4899-bf52-fafa303ac685,New Bedford Rental,1080,1920,PortraitLeft,af14b03e-cdf3-4afa-9c1a-2e487ca2c262,Hetland Skating Arena
80f783a7-4180-4548-9ba0-e71576a060c5,New Bedford Snack,1080,1920,Portrait,af14b03e-cdf3-4afa-9c1a-2e487ca2c262,Hetland Skating Arena
4f11d062-a476-4419-bf30-f64e66505069,Hobomock Lobby Left 2,1920,1080,Landscape,327d75b7-0b3e-4508-abaf-f0c7709b267a,Hobomock Arena
c6b2c5bc-c76f-4d1c-be68-2a032b096063,Hobomock Lobby Right,1920,1080,Landscape,327d75b7-0b3e-4508-abaf-f0c7709b267a,Hobomock Arena
c32c06de-36f5-4c19-bed6-81e3f82ad28f,Auburn Main TV,1920,1080,Landscape,654bfe73-f8b8-427e-8a87-78b2f4adcf7c,Horgan Arena
ae45f7a5-9d2d-47c7-b683-b89a9461fe69,Auburn Portrait Left,1080,1920,PortraitLeft,654bfe73-f8b8-427e-8a87-78b2f4adcf7c,Horgan Arena
67dfbb88-79e8-40af-b908-815ffc97d0ba,Auburn Portrait Right,1080,1920,PortraitLeft,654bfe73-f8b8-427e-8a87-78b2f4adcf7c,Horgan Arena
0c1cd62d-a785-486f-bc19-3b2e53f3d98f,Auburn Rental,1080,1920,Portrait,654bfe73-f8b8-427e-8a87-78b2f4adcf7c,Horgan Arena
6796a0c7-a414-4372-a592-b72dd6d61caa,Auburn Snack Bar,1080,1920,Portrait,654bfe73-f8b8-427e-8a87-78b2f4adcf7c,Horgan Arena
7190e377-6e46-4c6f-b992-2b5d40fd4501,Insports - Big TV,1920,1080,Landscape,89929c91-9af4-404b-841c-400dfb990080,InSports
64ac5070-5c83-4869-9b7d-6b8f6582abbc,Insports - Court (1),1920,1080,Landscape,89929c91-9af4-404b-841c-400dfb990080,InSports
cf4930f7-8436-4a51-ac9e-04e3a00c6239,Insports - Court (2),1920,1080,Landscape,89929c91-9af4-404b-841c-400dfb990080,InSports
a2f1476d-fada-45e8-af26-754283a50914,Insports - Courts (3),1920,1080,Landscape,89929c91-9af4-404b-841c-400dfb990080,InSports
629fca91-51d6-4388-918e-a99e87404f89,Insports - Field (1),1920,1080,Landscape,89929c91-9af4-404b-841c-400dfb990080,InSports
6b63fb55-f645-4964-a74b-b17734a36bb0,Insports - Field (2),1920,1080,Landscape,89929c91-9af4-404b-841c-400dfb990080,InSports
e7104b60-9eb7-4851-bbaf-2869f3fdc336,InSports - Training,1920,1080,Landscape,89929c91-9af4-404b-841c-400dfb990080,InSports
46d7ffe1-7362-47b7-bd20-841b32894544,Insports Bar,1920,1080,Landscape,89929c91-9af4-404b-841c-400dfb990080,InSports
62603067-88b5-4b7e-8488-25040f27db92,Janas Lobby,1920,1080,Landscape,6df66a34-db16-4b4f-af5b-8914fbb896a3,Janas Memorial Skating Rink
6961898c-31ce-4e70-b40e-2d61147b9ee7,West Roxbury Main TV,1920,1080,Landscape,8485d320-6464-4a94-928b-648b8f706a70,Jim Roche Community Arena
48953806-d528-4a5c-b973-aa9885a07895,West Roxbury Portrait Left,1080,1920,Portrait,8485d320-6464-4a94-928b-648b8f706a70,Jim Roche Community Arena
183e1146-1854-4b62-a0f3-607c73f3c437,West Roxbury Portrait Right,1080,1920,PortraitLeft,8485d320-6464-4a94-928b-648b8f706a70,Jim Roche Community Arena
0e330449-21a5-468b-8203-88540b826aea,West Roxbury Rental,1080,1920,Portrait,8485d320-6464-4a94-928b-648b8f706a70,Jim Roche Community Arena
92df9ddc-561b-40f2-b381-d40df70fff1f,West Roxbury Snack Bar Left,1920,1080,Landscape,8485d320-6464-4a94-928b-648b8f706a70,Jim Roche Community Arena
490ff534-6e73-4f48-b523-7ab3e7bba6db,West Roxbury Snack Bar Right,1920,1080,Landscape,8485d320-6464-4a94-928b-648b8f706a70,Jim Roche Community Arena
8ed6f6f2-bdcc-44ff-8b51-4629efa36198,Ice Rink,1920,1080,Landscape,5186bdd7-d0d0-4a61-b992-aad166436a38,Long Island Sports Hub
896200f0-b2de-40e7-8cf3-1a0e61f4b91f,LI - Field Screen,1920,1080,Landscape,5186bdd7-d0d0-4a61-b992-aad166436a38,Long Island Sports Hub
8af853a2-99ed-40f6-9e36-a6aef98b574c,Lobby - Bottom Screen,1920,1080,Landscape,5186bdd7-d0d0-4a61-b992-aad166436a38,Long Island Sports Hub
7a06810f-2071-4ca4-a139-c4a2ffac07a4,Lobby - Top Screen,1920,1080,Landscape,5186bdd7-d0d0-4a61-b992-aad166436a38,Long Island Sports Hub
0794f685-5d2b-4cb0-8f80-f021fbe46260,Lynch Main1,1920,1080,Landscape,7ac615ac-c750-4d32-a18a-fc73f0ba6b04,Lynch Arena
27ba0dea-b203-4be9-ac23-84f3a4b7d673,Bavis Lobby,1920,1080,Landscape,854e7837-4d64-40ab-9ad4-9ebcc0cbc5f7,Mark Bavis Arena
cd7060eb-a127-4461-a643-79d07c6abc8b,Micro Ice Center - Rink,1920,1080,Landscape,8c530ca5-78d2-40ae-adfb-421cc67234ea,Micro Ice Center
111cd846-63d7-4f69-95ff-9619a7f19d19,Montclair Main Lobby,1920,1080,Landscape,aec9e20c-91fb-4dca-8835-12bd8981c9e8,Montclair State University Ice Arena
fda2db18-e766-4728-b96e-a0711877a4a7,Montclair Upstairs Left,1920,1080,Landscape,aec9e20c-91fb-4dca-8835-12bd8981c9e8,Montclair State University Ice Arena
